Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,5,"5,908",261,"83,784",261,0,0,"1,074",0,0,261,908,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,6,"5,568",300,"75,288",300,0,0,706,0,0,300,568,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,7,"5,628",228,"76,464",228,0,0,744,0,0,228,628,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,8,"4,276",75,"57,216",75,0,0,492,0,0,75,776,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,9,176,75,"4,008",75,0,0,158,0,0,75,176,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,10,233,75,"4,179",75,0,0,158,0,0,75,176,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,11,"5,020",129,"62,808",129,0,0,214,0,0,129,608,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,12,"5,000",138,"62,400",138,0,0,200,0,0,138,600,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2017,"54,281","1,476","676,371","17,712",0,0,"5,342",0,0,"1,476","5,524"
Everglades NP,EVER,National Park,Southeast ,FL,2017,1,"194,200",474,"598,903",474,0,0,"1,675","3,374","3,061",0,"1,266",Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,2,"120,646","1,312","659,353","1,312",0,0,"1,572","2,786","6,386",0,"1,250",Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,3,"126,818",820,"585,467",820,0,0,"1,515","1,723","3,591",0,"1,461",Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,4,"98,915",860,"359,451",860,0,0,431,238,"1,793",0,4,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,5,"74,300",519,"212,761",519,0,0,40,16,710,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,6,"68,958",213,"222,206",213,0,0,5,0,59,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,7,"52,425",588,"112,957",588,0,0,0,0,33,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,8,"85,059",404,"212,617",404,0,0,0,0,45,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,9,"17,708",46,"54,125",46,0,0,0,0,116,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,10,"42,574","1,142","150,998","1,142",0,0,0,0,116,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,11,"49,593",130,"178,697",130,0,0,0,0,0,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Everglades NP,EVER,National Park,Southeast ,FL,2017,12,"87,361",258,"371,289",258,0,0,0,0,"1,483",0,0,Everglades NP,EVER,National Park,Southeast ,FL,2017,"1,018,557","6,766","3,718,824","30,449",0,0,"5,238","8,137","17,393",0,"3,981"
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,1,198,0,99,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,2,119,0,60,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,3,280,0,140,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,4,155,0,78,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,5,355,0,"1,014",0,0,0,0,0,35,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,6,"2,364",0,"16,710",0,0,0,0,0,649,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,7,"3,145",0,"55,582",0,0,0,0,0,"2,256",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,8,"3,533",0,"77,126",0,0,0,0,0,"3,147",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,9,"1,013",0,"6,914",0,0,0,0,0,268,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,10,15,0,8,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,11,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,12,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2017,"11,177",0,"157,731",0,0,0,0,0,"6,355",0,0
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,1,173,48,"2,796",48,0,0,0,0,22,180,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,2,172,0,"2,656",0,0,0,0,0,16,0,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,3,172,40,"2,656",40,0,0,0,0,16,280,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,4,185,18,"3,160",18,0,0,0,0,0,180,107,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,5,"100,414",31,"1,227,064",31,466,0,107,0,431,430,799,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,6,"108,729",55,"1,416,627",55,"1,786",0,239,0,"1,324",780,"4,276",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,7,"116,760",71,"1,578,814",71,"4,988",0,279,0,"1,741","1,060","3,678",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,8,"122,709",48,"1,627,665",48,"4,822",0,270,0,"1,518",720,"3,032",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,9,"95,615",10,"1,171,874",10,290,0,6,0,712,110,955,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,10,"1,748",38,"23,242",38,0,0,0,0,150,140,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,11,207,22,"3,144",22,0,0,0,0,34,150,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,12,173,0,"2,796",0,0,0,0,0,22,0,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2017,"547,057",381,"7,062,494","97,380","12,352",0,901,0,"5,986","4,030","13,267"
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,1,"14,690",16,"61,206",16,0,0,35,72,29,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,2,"13,802",27,"56,253",27,0,0,10,18,30,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,3,"19,336",16,"80,802",16,0,0,55,99,38,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,4,"38,323",76,"159,971",76,0,0,120,207,44,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,5,"177,787",220,"941,395",220,"2,628",0,"4,636","5,061",442,0,25,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,6,"620,962","1,525","7,219,226","1,525","21,918",0,"24,835","26,970","3,760",0,163,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,7,"1,009,665","4,171","11,790,317","4,171","37,458",0,"43,965","35,412","11,553",0,342,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,8,"908,479","4,335","10,860,002","4,335","36,205",0,"44,609","32,208","14,462",0,311,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,9,"389,137","3,731","4,234,021","3,731","11,019",0,"9,191","11,193","3,405",0,39,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,10,"84,469","1,622","349,289","1,622",0,0,145,273,216,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,11,"15,594",43,"64,843",43,0,0,45,81,11,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Glacier NP,GLAC,National Park,Intermountain ,MT,2017,12,"13,268",25,"54,531",25,0,0,15,45,21,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2017,"3,305,512","15,807","35,871,856","132,038","109,228",0,"127,661","111,639","34,011",0,880
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,1,"217,102","1,322","3,392,219","1,322","24,115",736,508,221,"8,246",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,2,"239,154","1,608","3,755,554","1,608","28,960","1,335",238,84,"9,574",0,35,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,3,"502,739","2,150","7,806,056","2,150","54,241","2,925","11,256","4,982","28,466",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,4,"590,006","1,893","9,176,829","1,893","56,319","2,857","12,227","5,743","36,895",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,5,"606,247","2,350","9,608,131","2,350","58,240","2,624","16,960","8,558","24,129",0,"3,697",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,6,"726,916","2,523","11,465,916","2,523","71,835","3,475","20,235","9,451","40,371",0,"4,137",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,7,"837,258","2,052","13,327,556","2,052","81,874","4,496","22,740","11,027","37,926",0,"6,766",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,8,"745,613","5,056","11,914,926","5,056","78,068","4,277","22,242","10,369","30,680",0,"6,399",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,9,"571,946","1,832","9,074,498","1,832","62,794","2,476","17,076","9,028","35,524",0,"4,353",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,10,"529,825","2,198","8,348,260","2,198","56,690","2,553","14,968","7,390","29,480",0,"2,211",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,11,"349,326","1,701","5,454,618","1,701","42,108","2,467","8,076","3,697","19,839",0,"1,407",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,12,"338,106","1,473","5,290,013","1,473","38,683","1,918",794,312,"11,373",0,0,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2017,"6,254,238","26,158","98,614,576","26,158","653,927","32,139","147,320","70,862","312,503",0,"29,005"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,1,"45,377","109,657","144,760","109,657",238,66,0,0,122,0,16,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,2,"44,397","111,004","139,627","111,004",148,82,0,0,83,0,16,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,3,"53,366","120,755","163,102","120,755",55,82,0,0,0,0,16,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,4,"58,403","97,898","178,211","97,898",0,82,0,0,55,0,16,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,5,"255,583","130,394","1,350,955","130,394","12,946","16,141",0,0,790,0,82,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,6,"637,683","169,203","4,598,874","169,203","53,002","80,763",0,0,"3,805",0,165,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,7,"739,046","185,452","5,779,517","185,452","61,686","109,682",0,0,"10,493",0,825,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,8,"716,690","178,252","5,594,406","178,252","57,241","99,597",0,0,"19,135",0,660,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,9,"482,661","168,694","3,473,294","168,694","40,703","57,501",0,0,"5,493",0,165,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,10,"187,499","134,907","747,995","134,907","4,853","4,043",79,205,217,0,116,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,11,"45,496","109,342","136,488","109,342",0,0,0,0,0,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,12,"50,799","136,789","153,138","136,789",38,0,0,0,0,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2017,"3,317,000","1,652,347","22,460,367","1,652,347","230,910","368,039",79,205,"40,193",0,"2,077"
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,1,"1,144",64,"5,021",64,0,0,28,56,3,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,2,"2,289",58,"7,342",58,0,0,28,56,3,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,3,"2,199",58,"14,057",58,0,0,112,122,8,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,4,"16,671",60,"46,753",60,0,0,112,178,21,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,5,"27,678",85,"142,666",85,0,0,"1,827","1,312",55,0,13,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,6,"30,982",67,"276,791",67,0,0,"5,313","2,835",51,0,85,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,7,"26,286",92,"396,588",92,0,0,"9,664","3,734",85,0,104,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,8,"20,230",67,"252,100",67,0,0,"6,038","2,065",123,0,70,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,9,"23,694",69,"175,172",69,0,0,"2,278","2,524",22,0,39,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,10,"13,307",72,"99,560",72,0,0,"1,124","1,603",16,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,11,"2,126",56,"16,558",56,0,0,154,248,16,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,12,"1,422",0,"7,610",0,0,0,91,60,0,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2017,"168,028",748,"1,440,218",374,0,0,"26,769","14,793",403,0,311
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,1,"3,173",35,"6,609",35,0,0,0,0,21,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,2,"6,547",35,"13,356",35,0,0,0,0,21,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,3,"24,744",35,"51,669",35,0,0,0,0,168,0,0,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,4,"23,064",35,"100,274",35,0,0,"1,818","1,422",240,0,451,Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,5,"67,737",45,"397,242",45,0,0,"4,363","2,983",818,0,"1,071",Great Sand Dunes NP & PRES,GRSA,National Park,Intermountain ,CO,2017,"486,935",470,"2,308,335",470,0,0,"26,782","14,972","4,313",0,"5,623"
